Track;URI;Track;Name;Album;Name;Artist;Name(s);Release;Date;Duration;(ms);Popularity;Explicit;Added;By;Added;At;Genres;Record;Label;Danceability;Energy;Key;Loudness;Mode;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Time;Signature
spotify:track:1eCie6lwjb4crxeAvkRaSi;Y Nos Dieron las Diez;Fisica Y Quimica;Joaquín Sabina;10/04/1992;302933;62;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;trova,cantautores,nueva trova;Ariola;0.555;0.275;0;-14.032;1;0.0653;0.759;0;0.104;0.592;163.431;3;;;;;;;;;;
spotify:track:4B6ko7lt1sUtyFzBDF4yfK;Pajaros de Barro;Arena En Los Bolsillos;Manolo Garcia;14/11/1998;246240;62;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Ariola;0.719;0.597;5;-5.964;0;0.106;0.485;0;0.0762;0.651;144.99;4;;;;;;;;;;
spotify:track:3BNy8c9gYaL63nL5DKHFMU;Cuando Brille el Sol;Cuando Brille el Sol;La Guardia;06/07/1990;224000;54;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;Sony Music Entertainment;0.505;0.731;7;-11.379;1;0.0374;0.0326;0.0000414;0.174;0.93;169.79;4;;;;;;;;;;
spotify:track:1hj6nYHeGclSY0VNTHMi27;Amante Bandido;Bandido;Miguel Bosé;22/02/1984;261360;67;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;pop latino;Columbia;0.748;0.691;2;-8.88;1;0.0354;0.0515;0.00256;0.0494;0.762;131.061;4;;;;;;;;;;
spotify:track:0M2tanh26PWePnaGVV3h3y;Salta!!!;Confidencial/New Booklet;Tequila;04/01/1981;189133;51;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;Zafiro;0.474;0.935;2;-4.956;1;0.109;0.0218;0.0000161;0.044;0.915;151.705;4;;;;;;;;;;
spotify:track:4Kii4OhkRIezu0KjOiFq0G;19 Dias y 500 Noches;19 Dias Y 500 Noches;Joaquín Sabina;27/09/1999;283866;51;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;trova,cantautores,nueva trova;Legacy Recordings;0.708;0.67;4;-7.619;1;0.226;0.666;0;0.26;0.812;87.327;4;;;;;;;;;;
spotify:track:6QBLmxP1tU6lw1dhKQulau;Mediterraneo;Mediterránaeo;Los Rebeldes;1986;233026;49;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;rockabilly;Sony Music Media;0.463;0.683;9;-11.33;1;0.0542;0.124;0;0.181;0.945;146.629;1;;;;;;;;;;
spotify:track:1gh0aMZmO6o30LS12lEJWQ;Siete Vidas;Cosas Mias;Antonio Flores;25/05/1994;242000;52;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,trova,cantautores;RCA Records Label;0.542;0.315;9;-11.494;0;0.0275;0.603;0;0.144;0.491;135.826;4;;;;;;;;;;
spotify:track:6NfxNXuOFEGVz0hr8qnlEj;Prefiero el Trapecio;Arena En Los Bolsillos;Manolo Garcia;14/11/1998;296800;51;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Ariola;0.686;0.662;6;-5.529;0;0.0425;0.545;0;0.0829;0.789;141.956;4;;;;;;;;;;
spotify:track:5sfy5t9U4Uhp6jPKvq2muQ;Penelope;La Paloma;Joan Manuel Serrat;19/11/1997;241893;48;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;trova,nueva trova,cantautores;Ariola;0.282;0.584;9;-5.008;1;0.0325;0.756;0;0.202;0.42;135.87;4;;;;;;;;;;
spotify:track:7Lgarpf1OqaXsUTjKZ34mK;Me Falta el Aliento;Estopa;Estopa;18/10/1999;218173;57;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Ariola;0.53;0.748;0;-9.731;1;0.112;0.204;0.000222;0.338;0.632;124.875;4;;;;;;;;;;
spotify:track:2oI6d7XcMz1AMTQhDopV5J;Resistiré;En Forma;Duo Dinamico;09/03/1988;241626;54;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;Columbia;0.75;0.742;5;-10.184;0;0.027;0.187;0;0.0712;0.653;95.872;4;;;;;;;;;;
spotify:track:2cSXotAohYx0EWCNljCzs7;Otra Como Tu;Todo Historias;Eros Ramazzotti;01/01/1993;281226;73;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;italo dance;RCA Records Label;0.531;0.577;1;-9.363;1;0.0315;0.117;0.0000125;0.0896;0.498;177.67;4;;;;;;;;;;
spotify:track:0RPwVt8fQ0A27ERtSSmxAe;Pastillas para No Soñar;Fisica Y Quimica;Joaquín Sabina;10/04/1992;238453;52;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;trova,cantautores,nueva trova;Ariola;0.837;0.673;9;-10.332;1;0.0754;0.339;0;0.0687;0.885;117.463;4;;;;;;;;;;
spotify:track:2IofpcCv3PjgZ5AjX446fi;Dime Que Me Quieres;Viva Tequila/New Booklet;Tequila;04/01/1980;180800;47;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;Zafiro;0.357;0.978;1;-3.552;0;0.0612;0.0276;0.00000151;0.741;0.939;181.955;4;;;;;;;;;;
spotify:track:740Rh302Wm6uHRsYTa4KDQ;A San Fernando un Ratito a Pie y Otro Caminando;Arena En Los Bolsillos;Manolo Garcia;14/11/1998;227666;58;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Ariola;0.56;0.918;6;-4.399;0;0.0735;0.132;0.0000024;0.435;0.743;135.251;4;;;;;;;;;;
spotify:track:4aNYsOVFqueCQrDeluqp0H;El 28;Dile al Sol;La Oreja de Van Gogh;18/05/1998;167733;56;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;pop latino;Epic;0.652;0.792;7;-6.084;1;0.0505;0.253;0;0.54;0.585;120.073;4;;;;;;;;;;
spotify:track:383LM93rT5NdU2Le0qu4Xk;Hotel California - Spanish Mix;The Essential Gipsy Kings;Gipsy Kings;03/08/1999;346600;0;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco;Sony Music CG;0.457;0.819;11;-9.072;0;0.0486;0.51;0.0000455;0.111;0.514;102.102;4;;;;;;;;;;
spotify:track:4Y6cDd4EPHcEbiUKdyvNwM;Macarena;A Mi Me Gusta;Los Del Rio;13/12/1993;251293;54;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;RCA Records Label;0.923;0.679;8;-14.019;1;0.0888;0.428;0.000131;0.0908;0.965;103.017;4;;;;;;;;;;
spotify:track:5E48mFtui4eFEsEMzXXXqy;Sevilla;Bandido;Miguel Bosé;22/02/1984;282813;42;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;pop latino;Columbia;0.669;0.453;4;-9.475;0;0.0289;0.0492;0.000109;0.184;0.178;126.875;4;;;;;;;;;;
spotify:track:7pjtYZml30McGVL6Lk5bMh;La Carretera;La Carretera;Julio Iglesias;16/05/1995;281040;53;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;bolero;Columbia;0.474;0.333;2;-15.689;1;0.0324;0.663;0.0312;0.128;0.0696;122.826;4;;;;;;;;;;
spotify:track:5ifVQVLUnIk46RRZ90WH7S;Peor para el Sol;Fisica Y Quimica;Joaquín Sabina;10/04/1992;295333;57;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;trova,cantautores,nueva trova;Ariola;0.676;0.341;7;-14.351;1;0.059;0.747;0;0.0987;0.495;105.405;4;;;;;;;;;;
spotify:track:3gqYxzuwt40Q1bLflovbsI;El Muchacho de los Ojos Tristes;Corazon de Poeta;Jeanette;25/05/1992;217333;51;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;Sony Music Entertainment;0.705;0.418;9;-12.574;1;0.0302;0.277;0.00000162;0.166;0.798;113.029;4;;;;;;;;;;
spotify:track:0DjSa6czo5ywsf6iCtZW5A;Cannabis;El Vals Del Obrero;Ska-P;01/03/1996;265426;57;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;ska,ska punk,ska mexicano;RCA Records Label;0.563;0.913;7;-2.741;1;0.0543;0.176;0.00000824;0.107;0.952;120.884;4;;;;;;;;;;
spotify:track:6oytv9amMEx3pxSw9UmEtv;El Gato Lopez;El Vals Del Obrero;Ska-P;01/03/1996;160626;53;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;ska,ska punk,ska mexicano;RCA Records Label;0.605;0.989;0;-1.68;1;0.0901;0.069;0;0.33;0.727;110.103;4;;;;;;;;;;
spotify:track:3uczGVEmktxNt15VoBALL6;Fiesta;Mi Niñez;Joan Manuel Serrat;07/05/1997;153000;44;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;trova,nueva trova,cantautores;Ariola;0.49;0.567;8;-6.818;1;0.0674;0.512;0;0.0674;0.673;138.978;4;;;;;;;;;;
spotify:track:0fmASfcJJ6N8hTvGTa8Hhi;Carbón y Ramas Secas;Arena En Los Bolsillos;Manolo Garcia;14/11/1998;283733;50;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Ariola;0.594;0.884;9;-4.29;1;0.125;0.508;0;0.311;0.615;148.015;4;;;;;;;;;;
spotify:track:5simusZ3xbQGA4FxK6jFXI;Tu Seras Mi Amanecer;Diez Y Cuarto;Siempre Asi;19/11/1998;155333;41;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,villancicos,flamenco pop;Discos De Arte;0.694;0.454;0;-11.905;1;0.0976;0.516;0;0.72;0.713;98.894;4;;;;;;;;;;
spotify:track:0FfxAxOlgIUaemwaesR0V4;Noches de Boda;19 Dias Y 500 Noches;Joaquín Sabina;27/09/1999;282800;40;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;trova,cantautores,nueva trova;Legacy Recordings;0.654;0.375;7;-8.957;1;0.147;0.834;0;0.206;0.535;76.013;3;;;;;;;;;;
spotify:track:0ATzislS5SvAp69hjHczej;Solo Se Vive una Vez;Esclava De Tu Piel;Azucar Moreno;06/05/1996;211866;55;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco;Epic;0.743;0.971;6;-4.83;1;0.0533;0.046;0.00000974;0.0431;0.978;101.998;4;;;;;;;;;;
spotify:track:3qzVJh6INW1CzSDVR9MRgS;Bamboléo;Gipsy Kings;Gipsy Kings;23/02/1987;203333;0;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco;Columbia;0.672;0.817;11;-12.107;0;0.0571;0.415;0.000231;0.0715;0.939;119.572;4;;;;;;;;;;
spotify:track:23E6DbN4GMJ2Ffpn6f9qXf;Sobre el Oscuro Abismo en Que Te Meces;Arena En Los Bolsillos;Manolo Garcia;14/11/1998;268560;38;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Ariola;0.629;0.846;8;-4.398;1;0.0557;0.56;0;0.0566;0.77;135.057;4;;;;;;;;;;
spotify:track:4da3nnmnvOGrAkx5nE4CHs;Súper Supermán;"Miguel Bosé. ""Morir De Amor""";Miguel Bosé;1977;221933;22;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;pop latino;Legacy Recordings;0.725;0.826;2;-13.046;1;0.035;0.0118;0.633;0.249;0.921;136.797;4;;;;;;;;;;
spotify:track:5ZAqs1W68ldSzJ0mUO16l4;Calle Melancolia;Mucho Sabina;Joaquín Sabina;1980;266586;52;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;trova,cantautores,nueva trova;Epic;0.667;0.279;3;-16.452;1;0.0356;0.656;0;0.111;0.741;149.483;4;;;;;;;;;;
spotify:track:1VB4sadHjFcFklHcZuoROi;Como Camarón;Estopa;Estopa;18/10/1999;202026;67;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Ariola;0.499;0.721;9;-9.615;0;0.0564;0.216;0.00000974;0.295;0.843;140.4;4;;;;;;;;;;
spotify:track:7u0Mn9qAgZxcSWm0db2PaG;A Quien Tanto He Querido;Arena En Los Bolsillos;Manolo Garcia;14/11/1998;224666;41;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Ariola;0.684;0.716;10;-5.245;0;0.0373;0.193;0.0000012;0.0702;0.863;140.82;4;;;;;;;;;;
spotify:track:2hfv8QRES8BwT49kO0Hhmd;Bajo la Luz de la Luna;Mediterránaeo;Los Rebeldes;1986;200093;42;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;rockabilly;Sony Music Media;0.603;0.554;9;-12.392;1;0.0275;0.355;0;0.144;0.664;105.992;3;;;;;;;;;;
spotify:track:41JrRedwrJxbBPwI8Qku04;Pacto Entre Caballeros;Hotel, Dulce Hotel;Joaquín Sabina;31/08/1987;235426;52;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;trova,cantautores,nueva trova;Ariola;0.369;0.881;10;-11.716;1;0.0601;0.189;0.00000542;0.321;0.562;206.752;4;;;;;;;;;;
spotify:track:1suKCYjsR9rZKnFYM5uK1k;No Controles;Grandes Exitos;Ole Ole;30/03/2010;241199;41;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;Parlophone Spain;0.66;0.758;0;-12.176;1;0.0336;0.00117;0.00668;0.0897;0.946;132.478;4;;;;;;;;;;
spotify:track:5TEhrKGfl4e2zB3HAevrkV;Zapatero;Arena En Los Bolsillos;Manolo Garcia;14/11/1998;296893;45;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Ariola;0.696;0.575;1;-5.769;0;0.0308;0.199;0.00000596;0.133;0.384;124.027;4;;;;;;;;;;
spotify:track:3PFyeq4aBtLfShPJ9oiK4p;Te Amaré;"""Miguel""";Miguel Bosé;1980;211733;65;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;pop latino;Columbia;0.452;0.302;3;-17.023;1;0.0355;0.0663;0;0.116;0.381;149.163;4;;;;;;;;;;
spotify:track:0loxOLrtuQBxkqdoTKTIj2;La Quiero A Morir;La Quiero A Morir;Manzanita;1980;207960;51;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Sony Music Media;0.639;0.424;2;-16.071;1;0.0437;0.835;0.00216;0.194;0.714;139.646;4;;;;;;;;;;
spotify:track:3gO8mvkxIcyF9N7Vd1WM2i;Perdóname;Camilo Superstar;Camilo Sesto;04/01/1980;232360;56;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;bolero;Ariola;0.378;0.567;2;-6.591;1;0.032;0.27;0.0000016;0.302;0.333;133.343;4;;;;;;;;;;
spotify:track:5iFfs675sFR6H4AGKcWef4;Donde Habita el Olvido;19 Dias Y 500 Noches;Joaquín Sabina;27/09/1999;210506;40;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;trova,cantautores,nueva trova;Legacy Recordings;0.737;0.492;9;-8.335;0;0.0368;0.86;0.00000162;0.207;0.42;117.756;4;;;;;;;;;;
spotify:track:5DqlRmxgfEBhrYApZ9lBqB;Como Quien Da un Refresco;Arena En Los Bolsillos;Manolo Garcia;14/11/1998;278306;39;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Ariola;0.527;0.556;6;-6.124;0;0.0482;0.519;0;0.271;0.327;71.544;4;;;;;;;;;;
spotify:track:61ccRl3FBtLs3U5HuBtP6e;El Hombre del Piano;26 Grandes Canciones Y Una Nube Blanca;Ana Belén;1979;317733;50;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;trova,nueva trova,cantautores,bolero;Columbia;0.526;0.337;5;-13.565;1;0.0291;0.127;0;0.136;0.303;84.103;3;;;;;;;;;;
spotify:track:7gD2QkknRa4ZvlRVyU6ZO0;No Dudaria;Lo Mejor de Antonio;Antonio Flores;06/06/1994;213600;47;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,trova,cantautores;Epic;0.599;0.764;0;-9.036;1;0.038;0.717;0.00000236;0.204;0.7;139.773;4;;;;;;;;;;
spotify:track:4vUEbLdjoExdf1FrzZZwuA;Del Bosque de Tu Alegria;Arena En Los Bolsillos;Manolo Garcia;14/11/1998;270093;34;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Ariola;0.671;0.676;6;-3.946;1;0.0326;0.212;0;0.243;0.571;95.613;4;;;;;;;;;;
spotify:track:6Xueg8DmwhkU4xf0Q3xlWN;Sorprendente;Corre Corre;Leño;01/07/1982;245440;46;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;Zafiro;0.424;0.915;9;-5.684;1;0.0647;0.0000555;0.0000556;0.346;0.584;168.38;4;;;;;;;;;;
spotify:track:1iRf1TGSCLaxU7O7iBLiuV;Con la Frente Marchita;Mentiras Piadosas;Joaquín Sabina;07/05/1990;301040;53;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;trova,cantautores,nueva trova;Ariola;0.352;0.538;7;-10.816;0;0.116;0.358;0;0.133;0.501;169.902;3;;;;;;;;;;
spotify:track:4FdwRmlzP5KGM7OewGBYiu;Olvídame y Pega la Vuelta;Pimpinela;Pimpinela;15/07/1982;185800;67;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;Columbia;0.485;0.838;8;-5.759;1;0.181;0.454;0;0.691;0.571;76.693;4;;;;;;;;;;
spotify:track:3ja1qnawwz4yqGETFEVLL0;Baron Rojo;Larga Vida Al Rock & Roll;Barón Rojo;1981;340000;36;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;rock en español,heavy metal;Zafiro;0.421;0.743;9;-10.692;1;0.0638;0.00255;0.153;0.16;0.57;131.316;4;;;;;;;;;;
spotify:track:5d0M8iFSNn4fonHyRT8yeq;El Pistolero;Persecucion;Pistones;02/01/1983;233266;42;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;;Ariola;0.722;0.695;2;-9.33;1;0.0293;0.0204;0.000115;0.257;0.692;123.599;4;;;;;;;;;;
spotify:track:6D3YqQ9dUA9LBOLw4CEUj1;El Toro Guapo;Como un Gigante;El Fary;1984;205653;45;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Legacy Recordings;0.61;0.751;7;-5.549;1;0.0735;0.556;0;0.0939;0.556;124.737;4;;;;;;;;;;
spotify:track:2TC4v9YiuQYk3Tk8RH7fV4;Amor Eterno;Canta A Juan Gabriel;Rocío Dúrcal;1984;409466;67;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;ranchera,mariachi,bolero;RCA Records Label;0.274;0.171;0;-16.847;1;0.0326;0.456;0.0024;0.808;0.407;177.081;4;;;;;;;;;;
spotify:track:02PROe7elhI6Cyu6KJONhX;Un Ramito de Violetas;Un Ramito De Violetas;Manzanita;1981;283866;53;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco,flamenco pop;Sony Music Media;0.663;0.368;8;-15.672;0;0.0494;0.663;0.0000138;0.281;0.825;134.075;4;;;;;;;;;;
spotify:track:65DBZofI0b79kfHTcWWDuU;Trátame Suavemente - Remasterizado 2007;Soda Stereo (Remastered);Soda Stereo;06/02/1984;200800;74;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;rock en español,rock latino,rock argentino,música alternativa latina;Columbia;0.738;0.8;11;-3.366;0;0.0283;0.043;0.0543;0.595;0.532;122.858;4;;;;;;;;;;
spotify:track:1gNXYvLc14OmqK6gSJKLUM;Como una Ola;Coleccion Original: Rocio Jurado;Rocío Jurado;01/01/1999;256093;42;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco;RCA Records Label;0.602;0.465;4;-7.539;1;0.0314;0.758;0.0000192;0.058;0.397;104.265;4;;;;;;;;;;
spotify:track:6XSYNsvSOtDzmH3lFUJnQl;Señora;15 Exitos Originales Con Rocio Jurado;Rocío Jurado;11/03/1984;219933;49;FALSE;mejoresplaylistsspotify;2025-10-22T09:35:09Z;flamenco;RCA Records Label;0.466;0.408;8;-17.623;0;0.137;0.287;0;0.0533;0.56;78.918;3;;;;;;;;;;
