Track URI;Track;Album;Artist;Release;Release Year;Artist;Name(s);Release;Date;Duration;(ms);Popularity;Explicit;Added;By;Added;At;Genres;Record;Label;Danceability;Energy;Key;Loudness;Mode;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Time;Signature
spotify:track:4CiY69daQtmIl2RNqsYCtp;Un último vals;Un último vals;Joaquín Sabina;17/10/2024;253769;49;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;trova,cantautores,nueva trova;Sony Music Entertainment;0.636;0.537;7;-7.296;1;0.0489;0.524;0;0.121;0.382;105.086;4;;;;;;;;;;
spotify:track:4zSpfYHyf6bN2jJVO0so03;Este Tren;Este Tren;Rozalén;21/05/2020;196287;30;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;cantautores;Sony Music Entertainment;0.674;0.598;10;-7.692;1;0.177;0.106;0;0.121;0.709;147.986;4;;;;;;;;;;
spotify:track:4BOSdVvfw3b5EAhIK5EIVX;Nuestro Tiempo;Salto Al Color;Amaral;06/09/2019;193626;36;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;Sony Music Entertainment;0.589;0.845;8;-4.598;0;0.0391;0.144;0.00000132;0.131;0.655;137.907;4;;;;;;;;;;
spotify:track:5YT1NfgHvrJUhgoHrvD9h7;Dejaría Todo;Grandes Exitos;Chayanne;14/03/2002;282693;22;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;pop latino;Columbia;0.629;0.747;8;-6.53;1;0.0282;0.446;0;0.293;0.65;143.926;4;;;;;;;;;;
spotify:track:0JXRA6bYdnwkHYAlIwEWb8;En el Mundo Genial de las Cosas Que Dices;Facil;Maldita Nerea;17/05/2011;253520;49;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;Ariola;0.59;0.669;7;-9.15;1;0.0286;0.505;0;0.0993;0.451;92.021;4;;;;;;;;;;
spotify:track:4fYAcwdEtW2VCZe5Xoe7iC;A Contracorriente;A Contracorriente;El Canto Del Loco;01/03/2002;181533;49;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;Ariola;0.496;0.931;8;-1.945;1;0.039;0.0158;0.00000748;0.135;0.763;155.009;4;;;;;;;;;;
spotify:track:3nN5n70vM1tAMWBDZaRbxS;Dieciocho;Dieciocho;Dani Martín;20/04/2018;227835;53;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;Sony Music Entertainment;0.518;0.808;0;-5.578;1;0.0358;0.022;0.0000169;0.303;0.683;139.939;4;;;;;;;;;;
spotify:track:3uyXupf90Zy56shfjUj7AB;Arráncame la Piel;Tengo Que Calmarme;Pol Granch;26/06/2020;179468;34;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;Sony Music Entertainment;0.726;0.51;9;-6.836;0;0.225;0.684;0;0.221;0.57;97.845;4;;;;;;;;;;
spotify:track:6wfadwumj3jluiqFxqvIl0;Si Quieres Bailamos (with Quique Gonzalez);Los Amigos De Los Animales;Pereza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
spotify:track:3xGon93gcCARQ4VgYgoirk;Sobreviviré;Minage;Monica Naranjo;04/07/2000;297640;55;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;pop latino;Sony Music Media;0.591;0.741;11;-7.039;1;0.033;0.0119;0.0000232;0.144;0.416;132.082;4;;;;;;;;;;
spotify:track:46MznfUnpFS7qEhTpNJl9t;Sobrenatural (feat. FARIANA);Impulso;Dvicio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
spotify:track:2vvdTrdryjsl8DmPIMDWZU;EL BAÑO;EL BAÑO;Enrique Iglesias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
spotify:track:2reL9PAUza4PUtbjqW1fRf;Dolerme;Dolerme;ROSALÍA;24/03/2020;143975;59;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;latina;Columbia;0.545;0.478;8;-7.035;0;0.0559;0.785;0.00278;0.123;0.318;173.746;4;;;;;;;;;;
spotify:track:4UMCpYrmgZv9CsyLvrws4F;El del Medio de los Chichos;Estopa;Estopa;18/10/1999;227013;56;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;flamenco,flamenco pop;Ariola;0.603;0.842;9;-8.393;0;0.0466;0.14;0;0.199;0.741;90.447;4;;;;;;;;;;
spotify:track:5qtcm02ln28nPGfFonT9ZH;Empiezo a Recordarte;Palabra de Mujer;Monica Naranjo;15/04/1997;248200;59;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;pop latino;Epic;0.507;0.569;11;-4.599;1;0.0264;0.412;0;0.345;0.305;132.839;4;;;;;;;;;;
spotify:track:4VRP8DfxO2qQOZrnbaj324;Enamorate;Justo Ahora;Dvicio;08/09/2014;194893;51;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;Ariola;0.665;0.843;0;-4.215;1;0.0355;0.285;0;0.422;0.78;93.993;4;;;;;;;;;;
spotify:track:3by1RwAsoZ6nNoMOCy11LM;Superpoderes;Nuclear;Leiva;22/03/2019;179117;54;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;Sony Music Entertainment;0.346;0.744;2;-5.622;1;0.0322;0.00106;0.00000106;0.0961;0.382;175.642;4;;;;;;;;;;
spotify:track:1G0mTAZcpoU1vKcLO8lb0n;Guerra Fria;Guerra Fria;Malú;08/05/2010;240693;32;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;flamenco pop,flamenco;Ariola;0.577;0.631;2;-3.979;1;0.0297;0.645;0;0.155;0.431;125.944;4;;;;;;;;;;
spotify:track:3Ll4D5HXvICXck8KmOjytI;Valio la Pena;Amar Sin Mentiras;Marc Anthony;26/06/1905;222826;35;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;salsa,merengue,bachata,latina,pop latino;Sony Music Latin;0.586;0.962;9;-5.441;1;0.0403;0.222;0;0.552;0.962;97.036;4;;;;;;;;;;
spotify:track:2SxtZcr9RPVvKnVPqUmiPe;Quiero Ser (feat. Amaia Montero);Amaia Montero;Jorge Celedón;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
spotify:track:2KK9N6iBAisA0booTu3bGd;Déjala Que Baile (with Alejandro Sanz & Arkano);Ahora;Melendi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
spotify:track:7A6vqBPkt4rbwXsKhrl7B1;París;La Montaña Rusa;Dani Martín;23/09/2016;244586;40;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;Sony Music Entertainment;0.562;0.724;10;-6.384;1;0.0258;0.0536;0.0000313;0.102;0.307;94.013;4;;;;;;;;;;
spotify:track:5GGUa4ms6gjj9gvPl6kl3r;Lady Madrid;Pereza 10 Años;Pereza;21/12/2010;191586;16;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;RCA Records Label;0.598;0.655;0;-2.761;1;0.0256;0.359;0;0.0922;0.377;115.041;4;;;;;;;;;;
spotify:track:0LeJMPgBIlWMxdRtjF7Qj1;Sueños Rotos;El Mundo Se Equivoca;La Quinta Estacion;15/08/2006;250986;24;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;pop latino;Ariola;0.506;0.522;6;-5.854;1;0.0273;0.618;0;0.151;0.345;139.706;4;;;;;;;;;;
spotify:track:7BlBVFwvbWvcwNcUarQmjk;Yo x Ti, Tu x Mi;Yo x Ti, Tu x Mi;ROSALÍA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
spotify:track:5NV19rJlAYrAAFXQTZVC55;Estrella Polar (with Juan Aguirre);Aproximaciones;Pereza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
spotify:track:709CndJJB3GTUhQD0LLFse;Torero;Grandes Exitos;Chayanne;24/06/1905;217426;61;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;pop latino;Pop Music;0.7;0.967;8;-3.462;0;0.0463;0.073;0;0.333;0.962;136.045;4;;;;;;;;;;
spotify:track:5GwSE4jH72NzlLRAWuwRqL;Rosa de Alejandría;Nunca El Tiempo Es Perdido;Manolo Garcia;14/11/2004;274973;40;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;flamenco,flamenco pop;Ariola;0.683;0.78;6;-4.565;0;0.0352;0.252;0.0000339;0.296;0.409;127.841;4;;;;;;;;;;
spotify:track:5RJRcCng40cAECYiXkOM6Z;No Voy a Cambiar;Desafío;Malú;23/10/2006;223333;45;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;flamenco pop,flamenco;Columbia;0.658;0.754;1;-5.486;0;0.129;0.19;0;0.319;0.778;91.949;4;;;;;;;;;;
spotify:track:7DM4BPaS7uofFul3ywMe46;Vente Pa' Ca (feat. Maluma);Vente Pa' Ca (feat. Maluma);Ricky Martin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
spotify:track:6b230QKlluW1wgkexEAjBa;La Mentira (feat. Joaquín Sabina);Lo Que Me Dé la Gana;Dani Martín;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
spotify:track:2vcj4d4TpiyWqMbdRu4j6u;Es por Ti;Complicidad;Cómplices;01/02/2000;270600;45;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;rock en español,rock latino;RCA Records Label;0.717;0.813;9;-5.17;0;0.0264;0.274;0.0000838;0.261;0.594;118.5;4;;;;;;;;;;
spotify:track:6ye25NazQfUWrCTdCH3cXX;Fuego;Fuego;Estopa;31/05/2019;193260;41;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;flamenco,flamenco pop;Sony Music Entertainment;0.669;0.85;9;-4.895;0;0.0763;0.049;0;0.369;0.845;100.103;4;;;;;;;;;;
spotify:track:6djqlcjQPGhxuZ6HERSgWw;No Dudaria;ANTONIO / AL CAER EL SOL;Antonio Flores;10/07/1995;213800;43;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;flamenco,trova,cantautores;Epic;0.598;0.73;0;-10.466;1;0.0397;0.733;0.00000127;0.257;0.665;139.818;4;;;;;;;;;;
spotify:track:6XZFGX36EFljIGj7p2Ht6l;Cai;Cañailla;Niña Pastori;29/03/2000;269320;10;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;flamenco,flamenco pop,villancicos;Ariola;0.593;0.458;0;-7.522;0;0.0417;0.66;0;0.159;0.352;144.129;3;;;;;;;;;;
spotify:track:5NO0xkDUbMDeBUKr4CVJOX;El Universo Sobre Mi - En Directo;SUPERLUNA, DIRECTO DESDE EL PLANETA TIERRA;Amaral;05/10/2018;249793;17;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;Sony Music Entertainment;0.42;0.857;2;-2.956;1;0.0326;0.0471;0.122;0.957;0.243;94.916;4;;;;;;;;;;
spotify:track:7z9IbN0D245JG5iokzkbDk;Ahora Tu;Guerra Fria;Malú;08/05/2010;224346;53;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;flamenco pop,flamenco;Ariola;0.371;0.616;7;-3.295;0;0.035;0.637;0;0.0976;0.31;169.772;3;;;;;;;;;;
spotify:track:42ZASSKlh3UtYCgwZb8lBS;La Puerta Violeta;Cuando el Río Suena...;Rozalén;15/09/2017;202600;51;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;cantautores;Sony Music Entertainment;0.809;0.712;6;-7.37;0;0.049;0.526;0;0.0958;0.895;127.962;4;;;;;;;;;;
spotify:track:2LsbizbOeNa4x6qsi2jAMb;La flaca;La Flaca;Jarabe De Palo;18/06/1905;261200;77;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;rock en español,rock latino,música alternativa latina;Parlophone Spain;0.871;0.481;7;-9.068;1;0.0383;0.52;0.0000554;0.0809;0.664;103.063;4;;;;;;;;;;
spotify:track:72wP8pJImrhxGA6f6F91gk;Fan de Ti;Cremalleras;Sidecars;24/08/2010;213080;46;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;RCA Records Label;0.55;0.761;0;-2.819;1;0.0303;0.0201;0;0.0948;0.402;134.013;4;;;;;;;;;;
spotify:track:3eoZdfIaTawNFYSBuLdlTG;Buscando El Sol;Un Viaje Nada-Logico;David Otero;21/03/2011;254560;32;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;Columbia;0.498;0.941;7;-3.27;1;0.056;0.0000608;0.00105;0.18;0.524;162.1;4;;;;;;;;;;
spotify:track:6y63IkVtjr2RnPVvK8BqEj;Paraíso;Paraíso;Dvicio;03/03/2014;179333;32;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;Ariola;0.574;0.892;10;-3.76;1;0.0421;0.412;0;0.129;0.93;176.09;4;;;;;;;;;;
spotify:track:1VB4sadHjFcFklHcZuoROi;Como Camarón;Estopa;Estopa;18/10/1999;202026;67;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;flamenco,flamenco pop;Ariola;0.499;0.721;9;-9.615;0;0.0564;0.216;0.00000974;0.295;0.843;140.4;4;;;;;;;;;;
spotify:track:6uojMoKuVkIVEeqH4JCBAr;Alba;Cosas Mias;Antonio Flores;25/05/1994;224506;48;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;flamenco,trova,cantautores;RCA Records Label;0.797;0.939;7;-8.48;1;0.0635;0.191;0.000187;0.0892;0.943;93.016;4;;;;;;;;;;
spotify:track:4EDfdYJ7mqXRoWAqzF1PVO;Ojos Así;Donde Estan Los Ladrones;Shakira;29/09/1998;235733;68;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;pop latino;Epic;0.717;0.952;6;-4.902;1;0.0481;0.15;0;0.166;0.665;126.993;4;;;;;;;;;;
spotify:track:4B6ko7lt1sUtyFzBDF4yfK;Pajaros de Barro;Arena En Los Bolsillos;Manolo Garcia;14/11/1998;246240;63;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;flamenco,flamenco pop;Ariola;0.719;0.597;5;-5.964;0;0.106;0.485;0;0.0762;0.651;144.99;4;;;;;;;;;;
spotify:track:1hbWtHgRDG25DkmxE4I28V;Puedes Contar Conmigo;Lo Que Te Conte Mientras Te Hacias La Dormida;La Oreja de Van Gogh;25/06/1905;236786;71;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;pop latino;Columbia;0.651;0.894;6;-4.843;1;0.0317;0.0706;0;0.13;0.561;144.95;4;;;;;;;;;;
spotify:track:5DCBEzZM5rSVWZBYWKknv4;Contigo;A Contracorriente;El Canto Del Loco;01/03/2002;212466;34;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;Ariola;0.723;0.71;1;-5.659;0;0.0316;0.0901;0;0.0897;0.406;130.038;4;;;;;;;;;;
spotify:track:1YtZ6sHC4TalQbK4c37bqJ;Muñeca de Trapo;Guapa;La Oreja de Van Gogh;09/04/2007;233986;63;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;pop latino;Columbia;0.561;0.777;7;-3.285;0;0.0297;0.0524;0.0000941;0.108;0.36;94.975;4;;;;;;;;;;
spotify:track:6FstWkgRdHagqJ6qjDbiK0;Insoportable;Estados de Animo;El Canto Del Loco;25/06/1905;248720;59;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;Ariola;0.615;0.763;9;-4.142;1;0.0294;0.0119;0;0.0648;0.426;131.022;4;;;;;;;;;;
spotify:track:09QG9D1BI4TRvGq64NghRg;Todo;Animales;Pereza;07/04/2005;260733;53;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;RCA Anxious;0.579;0.741;0;-4.091;1;0.0455;0.154;0;0.179;0.538;168.02;4;;;;;;;;;;
spotify:track:5zOAudPQIs5U8zP6LQGHmH;MALAMENTE - Cap.1: Augurio;MALAMENTE (Cap.1: Augurio);ROSALÍA;30/05/2018;149450;48;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;latina;Columbia;0.895;0.483;5;-4.709;0;0.0881;0.565;0.0137;0.0737;0.52;98.057;4;;;;;;;;;;
spotify:track:2fF6Kma5cZBvDCyEKq30tb;A Prueba de Ti;Si;Malú;14/10/2013;212786;50;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;flamenco pop,flamenco;Ariola;0.557;0.913;5;-2.833;1;0.0479;0.0601;0;0.117;0.697;89.987;4;;;;;;;;;;
spotify:track:6XPOXobXwTz9Bh8p9u0QXW;Los Charcos;La Montaña Rusa;Dani Martín;23/09/2016;258693;47;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;Sony Music Entertainment;0.61;0.656;4;-6.556;1;0.0289;0.12;0.00000323;0.111;0.597;90.023;4;;;;;;;;;;
spotify:track:0JbxyoJVB8NRaibf8hwxLA;Vivir Así Es Morir de Amor - Original Disco Mix;Vivir Así Es Morir de Amor;Camilo Sesto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
spotify:track:5y4g8rBf30P8Tc0pibVUnX;Hijos de un Mismo Dios;Historias Tattooadas;Macaco;23/03/2015;265920;42;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;reggae en español,música alternativa latina;Ariola;0.596;0.638;7;-7.394;1;0.0287;0.0866;0;0.104;0.399;104.881;4;;;;;;;;;;
spotify:track:1gkBsKxTpVHIn1nLf05CUo;Peter Pan;Personas;El Canto Del Loco;30/06/1905;259720;58;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;Epic;0.568;0.832;4;-3.358;1;0.0333;0.29;0;0.204;0.48;92.452;4;;;;;;;;;;
spotify:track:4m3vLNZkFAjm30XxPXf7E3;Eres para Mí;Limon Y Sal;Julieta Venegas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
spotify:track:0NbBNLrvQKooffdK2jsSFU;Deshazte de Mi;Si;Malú;14/10/2013;238280;49;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;flamenco pop,flamenco;Ariola;0.558;0.767;7;-3.348;1;0.0444;0.413;0;0.106;0.533;158.956;3;;;;;;;;;;
spotify:track:1aTQjtfI3EapNrDGu4iu5T;Y en Tu Ventana;Andy Y Lucas;Andy & Lucas;01/01/2001;211813;49;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;flamenco,flamenco pop;Ariola;0.685;0.661;2;-5.661;0;0.0712;0.709;0;0.137;0.713;130.322;4;;;;;;;;;;
spotify:track:1MO5KuLnSaY1dlkWGDjHkT;¡Que Bonito!;Mucho Por Vivir;Rosario;18/10/1996;229386;61;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;flamenco,flamenco pop;Epic;0.791;0.407;9;-10.757;1;0.0321;0.401;0.000105;0.103;0.518;103.989;4;;;;;;;;;;
spotify:track:1LuW4h5s9ZumBbMh7qhDDj;Una Foto en Blanco y Negro;Estados de Animo;El Canto Del Loco;25/06/1905;209893;59;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;Ariola;0.545;0.875;1;-3.714;1;0.0337;0.0737;0;0.215;0.675;139.008;4;;;;;;;;;;
spotify:track:3lgiC0OSZbPcyeO0HdTwz2;Justo Ahora;Justo Ahora;Dvicio;08/09/2014;212066;39;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;Ariola;0.431;0.824;0;-4.088;1;0.0396;0.171;0;0.373;0.497;184.102;4;;;;;;;;;;
spotify:track:0GyksGKFXH50Lx737ahxIq;Vestido Azul;Lo Que Te Conte Mientras Te Hacias La Dormida;La Oreja de Van Gogh;25/06/1905;190653;56;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;pop latino;Columbia;0.492;0.759;11;-4.623;0;0.044;0.397;0;0.0482;0.671;179.958;4;;;;;;;;;;
spotify:track:5ZCamgcqvkckdf2FdfYuth;La Llamada;La Llamada;Leiva;27/09/2017;240205;53;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;Sony Music Entertainment;0.623;0.488;2;-8.246;1;0.029;0.5;0.000211;0.131;0.169;114.019;4;;;;;;;;;;
spotify:track:6uUg2lTd67oC4372G210uw;Darte Mi Vida;Los Nº1 De Cadena 100 (2015);Amaia Montero;20/04/2015;240746;7;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;Legacy Recordings;0.552;0.588;6;-4.863;1;0.044;0.193;0;0.0994;0.366;79.019;4;;;;;;;;;;
spotify:track:2a7Ufmq13NRMavrBYUN5Ex;Desátame;Palabra de Mujer;Monica Naranjo;15/04/1997;288933;54;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;pop latino;Epic;0.57;0.945;7;-3.636;0;0.053;0.0345;0.00000443;0.175;0.593;136.285;4;;;;;;;;;;
spotify:track:15m2Op4d1ZtX0ScPaDNKcd;Vino Tinto;Destrangis;Estopa;23/10/2001;198560;64;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;flamenco,flamenco pop;Ariola;0.694;0.935;7;-3.215;1;0.105;0.359;0;0.0324;0.797;92.478;4;;;;;;;;;;
spotify:track:2bbeNsFmjZqdoDhjLsKNWe;Bailamos;Enrique;Enrique Iglesias;23/11/1999;214066;56;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;pop latino,latina;Interscope;0.627;0.888;9;-4.523;0;0.0388;0.0528;0.00237;0.136;0.591;99.905;4;;;;;;;;;;
spotify:track:7hlPoVZ1uz7FiQagPTVbQG;Te Miro A La Cara;Te Miro A La Cara;Daviles de Novelda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
spotify:track:0Gx4VrHzS7pZOEAGrmXXBH;La Bicicleta;VIVES;Carlos Vives;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
spotify:track:0QQHPRbgLJJ5XNzJV1l9BW;María;A Medio Vivir;Ricky Martin;12/09/1995;262573;61;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;pop latino,latina;Sony Discos;0.723;0.914;7;-5.598;0;0.0663;0.0726;0.0000212;0.95;0.968;101.181;4;;;;;;;;;;
spotify:track:0NYWDlaBz5ejU8N8g8GRFV;Celos;Desde mi barrio;Andy & Lucas;02/03/2005;232800;49;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;flamenco,flamenco pop;RCA Anxious;0.651;0.855;8;-5.884;0;0.0391;0.211;0;0.39;0.818;140.132;4;;;;;;;;;;
spotify:track:2IAtnd4UG52HQP9Rwart5h;La Bomba;Vuelve;Ricky Martin;10/02/1998;274466;57;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;pop latino,latina;SMI Artist;0.715;0.949;10;-5.88;0;0.0792;0.0841;0.0000358;0.165;0.845;99.198;4;;;;;;;;;;
spotify:track:3Av9wr1MflgPnAkxmOblKJ;Ahí Estás Tú;Endorfinas En La Mente;Chambao;26/06/1905;329360;24;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;flamenco,flamenco pop;Sony Music Entertainment;0.572;0.868;4;-3.619;0;0.0523;0.0758;0.0835;0.121;0.359;175.935;4;;;;;;;;;;
spotify:track:7hJ50qGogxnnOto7kISbSQ;Todo No Es Casualidad - Versión Radio;Te Cuento un Secreto;India Martinez;21/10/2016;209303;36;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;flamenco,flamenco pop;Ariola;0.621;0.787;5;-4.904;0;0.0321;0.125;0;0.138;0.283;143.893;4;;;;;;;;;;
spotify:track:0SzNJxel0NMpA4xM2COhO4;Dímelo;Marc Anthony;Marc Anthony;28/09/1999;228066;49;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;salsa,merengue,bachata,latina,pop latino;Columbia;0.774;0.931;6;-2.493;1;0.0303;0.358;0;0.138;0.857;115.071;4;;;;;;;;;;
spotify:track:1ayLQcNwISmhnjLHOtUYrM;Eras Tu;Necesito Libertad;Merche;01/01/2005;246893;47;FALSE;nwy2xzqw3fu5i7s58g14g5uw6;2025-09-07T08:19:13Z;;Universal Music Spain S.L.;0.513;0.731;7;-5.88;1;0.039;0.43;0;0.0781;0.448;139.377;4;;;;;;;;;;
