Track URI;Track;Artist;Release year
spotify:track:1iC6iDolyChCB8wTBujAff;Quizás;Enrique Iglesias;2002
spotify:track:4NUt1fcnO9aQAELBgXq3Kr;Me Dediqué a Perderte;Alejandro Fernández;2004
spotify:track:3h8KGJn9UFX2cfjN78iMVF;Y Cómo Es El;Marc Anthony;2010
spotify:track:2pOkvQHdkBmIicUQNKMH8A;Mentiroso;Enrique Iglesias;2002
spotify:track:5BY0p2EH4EznNZ0MFD9mjt;Me Enamora;Juanes;2007
spotify:track:1lcaG7worZLgdGuniOfGje;Fruta Fresca;Carlos Vives;1999
spotify:track:5czkBkWogUvTf2jleGyHaQ;Carito;Carlos Vives;2001
spotify:track:0wQCKR9OFjYu5Kzrk7WivJ;Corazón partío;Alejandro Sanz;1997
spotify:track:6Al0Kpd4VrRZ0Z4kTThNPa;Volví a Nacer;Carlos Vives;2012
spotify:track:2wlptOJ1g5fvLdu6ruKCKU;Madre Tierra (Oye);Chayanne;2014
spotify:track:0JC81ojQymAE7l1KuJpNCq;La Cartera;Carlos Vives;1999
spotify:track:3ljr9ATeLs2BY9gNp7vm62;Corazón En La Maleta;Luis Fonsi;2014
spotify:track:2ZqFfDwNjKvPu3USx3onhO;Volverte A Ver;Juanes;2004
spotify:track:1KbX1VuFIgsRa9JjnQtRYA;Bailar Contigo;Carlos Vives;2013
spotify:track:12H7K15h3aC5vRCaca65el;Tu Amor Me Hace Bien - Salsa Version;Marc Anthony;2004
spotify:track:0JcNysfWVWaMS7R6vzGB2k;Robarte un Beso;Carlos Vives;2017
spotify:track:609SDGj0txmlAXRrpwee9Y;Llegaste Tú;Luis Fonsi;2014
spotify:track:1O34fFJyV7djSqRtOuRSVh;Si Me Das Tu Amor;Carlos Vives;1999
spotify:track:2EM9zpAc7PVeoAydmbfVIL;La Camisa Negra;Juanes;2004
spotify:track:0fmgOwkb9AwgzXhYVSZRDs;Te regalo;Carlos Baute;2005
spotify:track:2s66rxdujHHVhNNnJfgL2D;Voy A Olvidarme De Mi;Carlos Vives;2004
spotify:track:3nUNwSYEUv9bmUc3de0Owv;Qué Me Has Hecho (feat. Wisin);Chayanne;2017
spotify:track:7nKBxz47S9SD79N086fuhn;SUBEME LA RADIO;Enrique Iglesias;2017
spotify:track:12HWO1YYMV9HEqQpava5zm;"Yo Contigo, Tú Conmigo - The Gong Gong Song / El Tema De La Película ""Gru 3 Mi Villano Favorito""";Morat;2017
spotify:track:4PHX6bpHDxiR9RGzAKWcyk;Cuando Me Enamoro;Enrique Iglesias;2010
spotify:track:6YZdkObH88npeKrrkb8Ggf;DUELE EL CORAZON (feat. Wisin);Enrique Iglesias;2016
spotify:track:4bd65mDKdhgKngKlF4Q1pZ;Ando buscando (feat. Piso 21);Carlos Baute;2017
spotify:track:5D5UwU5aFtcqxkqlCh1qKs;Te sigo pensando;Carlos Baute;2018
spotify:track:0bEA0mMgXheXnahvIbIQfg;Bailando - Spanish Version;Enrique Iglesias;2000
spotify:track:2IAtnd4UG52HQP9Rwart5h;La Bomba;Ricky Martin;1999
spotify:track:0QQHPRbgLJJ5XNzJV1l9BW;María;Ricky Martin;2013
spotify:track:709CndJJB3GTUhQD0LLFse;Torero;Chayanne;1999
spotify:track:4ti5pZ0zs1PDf1eQswskFB;She Bangs - Spanish Version;Ricky Martin;1997
spotify:track:1XYwlFvi9yPNruCanSJ3WP;When I Dream at Night;Marc Anthony;2000
spotify:track:0jMU9W1kcLyxXYloMHCt2i;La Copa Rota;Marc Anthony;2013
spotify:track:0kc6sK1HPC5fqj2dQsEraZ;La Última Noche;Diego Torres;1997
spotify:track:1DmlUpnkg4N1VWquSoffF1;Y, ¿Si fuera ella?;Alejandro Sanz;1999
spotify:track:4gTxKZH5RERMhX9H8EnPAX;Abrázame Muy Fuerte;Marc Anthony;2015
spotify:track:4rB9Ji4iw2CKDjuaU3djPd;Volver a Comenzar;Marc Anthony;2013
spotify:track:6ngLct6z0pCqJcevM11HDH;A Quién Quiero Mentirle;Marc Anthony;2013
spotify:track:1rjHJSGgt10GAtgLrDtHTM;Private Emotion (feat. Meja);Ricky Martin;2020
spotify:track:64cQ79mesIAszcHRGS6px7;Un Zombie A La Intemperie;Alejandro Sanz;2019
spotify:track:5yjA8BscTvoceGWY2P1I8F;Come with Me - Spanglish Version;Ricky Martin;2019
spotify:track:47TyfLrGhYHHyyQWk64d0M;Flor Pálida;Marc Anthony;2017
spotify:track:4LdtAljggvH4qzlxNxo559;Girasoles;Luis Fonsi;2001
spotify:track:4v4pC1y5UI5oHdcluJIJs8;Apaga La Luz;Luis Fonsi;2008
spotify:track:0BOm90PDLRJpTSqqd6z52E;Sola;Luis Fonsi;2010
spotify:track:5CtI0qwDJkDQGwXD1H1cLb;Despacito - Remix;Luis Fonsi;2013
spotify:track:32lm3769IRfcnrQV11LO4E;Bailando - Spanish Version;Enrique Iglesias;2014
spotify:track:59FYUvlodY7NCZGHk7yJt1;Escape;Enrique Iglesias;2014
spotify:track:2iIZl5EIhmoxX7j3xXv467;¿Dónde Están Corazón?;Enrique Iglesias;1999
spotify:track:35Vle8dEPRW22MGQsqj0vq;Tonight (I'm Fuckin' You);Enrique Iglesias;2002
spotify:track:79gkHjNTSyGPXEyGkNQ8zH;Cuando Me Enamoro;Enrique Iglesias;1999
spotify:track:436EpHvGoKO3DgaSeD9lW8;No Me Digas Que No;Enrique Iglesias;1995
spotify:track:3FifroUyur8j5mTM78WuXQ;Ay Haiti!;Alejandro Sanz;2010
spotify:track:3b1IQflSLrgzYQPGFzI9cl;Es Por Ti;Juanes;2002
spotify:track:4QLPUyOsRUTnoW8h7HFbZX;Mala Gente;Juanes;2002
spotify:track:18sWPBeCwhEDv87OnY43gV;Una Flor;Juanes;2014
spotify:track:1NC5LcAmP5gJcLWVl5tJvv;La Flaca (feat. Juanes);Santana;2014
spotify:track:1sJFu2pvYJhtEOo9oVe1TZ;Me Enamoré de Ti;Chayanne;2010
spotify:track:4lerOTNr2tFWJCAmmhymhi;No Me Doy Por Vencido;Luis Fonsi;2008
spotify:track:4AkrkORGjiz7c90mwxAvdW;Heroe;Enrique Iglesias;2001
spotify:track:2z0z5ddJS3K7qvhp4PH0Aa;Dímelo;Enrique Iglesias;2007
spotify:track:4pUmQqaZklcCOB3rFdWc7g;Valió la Pena - Salsa Version;Marc Anthony;2004
spotify:track:5DL6BDuqhnQw8HfIvUYkm9;Caballero;Alejandro Fernández;2019
spotify:track:2MnKininlD8bY9ggRNSJ37;Qué Precio Tiene el Cielo - Salsa Version;Marc Anthony;2006
spotify:track:2aVPVddEvqcN9Kodu9ugJi;Como un atleta;Carlos Baute;2020
spotify:track:7H0PDJwUMTdwQEBb3gXMeI;Desde Brasil;Café Quijano;2001
spotify:track:40A11dg6RXzfDrwMrw5sED;La taberna del Buda;Café Quijano;2001
spotify:track:2ECP3nWC88LaFz4oQzTo3Z;Lola;Café Quijano;1999
spotify:track:1MR7kwtUMcTKHwPCmRHGJn;Cerrando bares;Café Quijano;2003
spotify:track:4XdePl1vOF1cYjTBYeYU9j;20 de Enero;La Oreja de Van Gogh;2003
spotify:track:4uofaK0hnyZQFDAepvPNl6;El Ultimo Vals;La Oreja de Van Gogh;2008
spotify:track:4QkQmdvFjEVvjc1ONi6t6N;Bailar Pegados;Sergio Dalma;1991
spotify:track:3UIENhLRdFIOuRan92cAQu;En algún lugar;Duncan Dhu;1987
spotify:track:4910k16mQrBB1YHwDU4XHJ;Es por ti;Cómplices;1990
spotify:track:6Eftf3XLMULjwKItj0sNwe;Mil Calles Llevan Hacia Tí;La Guardia;1988
spotify:track:0otMuzDjTkpJFizLiHTAhE;Sueño su Boca - Radio Latin Dance;Raul;2000
spotify:track:7ffwRz8lZyDOE4Vj58Lo72;I Need to Know;Marc Anthony;1999
spotify:track:0W8NvcMsIuygeFnfNz2KnC;Lo Que Te Di;Marc Anthony;2019
spotify:track:0dqfl4l45vqw2TnNrnbsy0;Parecen Viernes;Marc Anthony;2019
spotify:track:1WmbJDE80IrPTt2zC416Fp;Alguien Soy Yo;Enrique Iglesias;2007
spotify:track:4QubLlsaYXoQH3CxGxuTry;Se Me Va La Voz;Alejandro Fernández;2009
spotify:track:3wp08WucxF6qX77ONqflOX;Con la mano levantá;Macaco;2006
spotify:track:4hMCHkjf1BkWWmWcV1mSTP;Reina de los angelotes;Huecco;2008
spotify:track:16IT9SCs4vy4qmCfuujX7M;Más;Ricky Martin;2011
spotify:track:0HB3gmAMC46FIPFoebTbk5;Tu Amor Eterno;Carlos Vives;1999
spotify:track:5NSJ0qoxwbO26tVvqpL4N2;Un Siglo Sin Ti;Chayanne;2003
spotify:track:36NOKjPLZVSqVJSC7iOHIm;Despacito;Luis Fonsi;2017
spotify:track:5AQLjavd2v3c0zomyWupm7;Amor y dolor;Carlos Baute;2016
spotify:track:7lOzUJzsELALh5FQsPKTEn;Humanos a Marte;Chayanne;2014
spotify:track:00i0O74dXdaKKdCrqHnfXm;La Mordidita (feat. Yotuel);Ricky Martin;2017
spotify:track:1ySwd43oWXbrytN2BD0Mhb;"Bailamos - From ""Wild Wild West""";Enrique Iglesias;1999
spotify:track:1lD3UtE3IVQGpSw7JL11BZ;Noche Y De Dia;Enrique Iglesias;2014
spotify:track:5yJCrSdwrLFzboxg0z9xMd;Al Filo de Tu Amor;Carlos Vives;2017
spotify:track:2jNqxXMkVVpEvjvvwvUDDD;Dejame Entrar;Carlos Vives;2001
spotify:track:4jzPGm9YsNvFvpL5as5DVc;Tu Vida en la Mía;Marc Anthony;2019
spotify:track:3AjxOdecZ2eKDL0aOtcYsJ;Cambio de Piel;Marc Anthony;2013
spotify:track:1zZ7vl1amOLI4GE5oUn0YB;BAGDAD - Cap.7: Liturgia;ROSALÍA;2018
spotify:track:7FGZKu8VjGu1EImHbYgsS3;Tu Amor Me Hace Bien;Marc Anthony;2004
spotify:track:1TojBnaen0BzIoZfVccGng;Mátalas;Alejandro Fernández;2003
spotify:track:1Vy7WUJubV9JEoebuJ9dfe;Más Que Tu Amigo;Marco Antonio Solís;2003
spotify:track:2xIKTgmlZ8vZCwaWoSqwK2;Como Ronea (15 Aniversario);Las Chuches;2004
spotify:track:02U7Zu0vuIMMx4uioqjFiZ;Baila Morena;Julio Iglesias;2000
spotify:track:3dTNsND92V406EcxZo59tT;Loco;Enrique Iglesias;2013
spotify:track:2oYZsClkTMOsCp41t4VW71;¿Dónde Están Corazón?;Coti;2005
spotify:track:6gOvclmBqBdMOSbgHe8grM;Quién te quiere como yo;Carlos Baute;2010
spotify:track:0dReCfBuhZmrqMv4WBc8od;Experiencia Religiosa;Enrique Iglesias;1995
spotify:track:7v1fwFN26GH5Rq2VDMLDCc;Invéntame;Enrique Iglesias;1995
spotify:track:6H2P5S8Aa3an5LNuhd1DqI;Barrer a Casa;Sofia Ellar;2021
spotify:track:2uhaDVmfG7pT94VO5jl2r4;Lo Mejor de Mi Vida Eres Tú (feat. Natalia Jiménez);Ricky Martin;2011
spotify:track:0tzixmHNQfE6S6SirSToxW;El Ultimo Adiós - Varios Artistas Version;Ricky Martin;2001
spotify:track:6QdwofpqDvvNxX88C9A0iQ;Nada Valgo Sin Tu Amor;Juanes;2004
spotify:track:0Xn1VqBjoL4PAGxyatEO0Z;Gotas De Agua Dulce;Juanes;2007
spotify:track:1s7ZnNtzQfqdZ8bpgb95WG;Si Tú Te Vas;Enrique Iglesias;1995
spotify:track:2oqqW9HR3UBdzwH5lKwPmA;Bailamos - Wild Wild West/Soundtrack Version;Enrique Iglesias;1995
spotify:track:0Y2YwEOLosoXG72vI1tAF7;Heroe;Enrique Iglesias;1995
spotify:track:0bfPmBR6iN2cyJQJUUQOG0;Cuando nadie me ve;Alejandro Sanz;2000
spotify:track:6ztMOMCtWcKZgMTiNfP9bC;No Me Doy Por Vencido;Luis Fonsi;2008
spotify:track:5ToI5oXnUmX5Nsmg8enL1N;Nada Es Para Siempre;Luis Fonsi;2005
spotify:track:5DgsWDhgoploQACccB83Z8;Aqui Estoy Yo;Luis Fonsi;2008
spotify:track:4nYE8K5ozd9HNfB2RC8o2c;Asignatura Pendiente;Ricky Martin;2003
spotify:track:2VspVkHity8i4H9jammhhR;Tal Vez;Ricky Martin;2003
spotify:track:159yUhKZg2ZAdt0HknTqDr;¿Quién Te Dijo Eso?;Luis Fonsi;2003
spotify:track:5ZaTqcL7zIreaVNeVy89Iu;La Gota Fría;Carlos Vives;1993
spotify:track:5BIQR6Ibumf2WHKlKOJKJY;La Tierra del Olvido (feat. Fanny Lu, Fonseca, Maluma, Andrea Echeverri, Cholo Valderrama, Coral Group & Herencia de Timbiquí) - 2015;Carlos Vives;2015
spotify:track:2VL0W9x83RwQOBGbfphBqW;La Foto de los Dos;Carlos Vives;2013
spotify:track:49Pgj28xm0VB2bDJP8sTwK;Comeme (feat. Mario Diaz) - Directo Perito Moreno;Chambao;2009
spotify:track:41lhBc9EfGaO3IuU8nRXez;Duende del Sur;Chambao;2007
spotify:track:1dgFSrqG37FpmlZCmlKmP7;Ahí Estás Tú;Chambao;2003
spotify:track:0S0cwed8nKU6bKRe9zaBfS;Papeles Mojados;Chambao;2007
spotify:track:22ncPtijr5wH7yI9thKH2r;Camino Interior;Chambao;2005
spotify:track:5APS9osGIdLVezCDGRObvQ;Rosa Maria;Chambao;2003
spotify:track:2SnqYwrwTZBdlDXlcOialK;No Tengas Miedo;El Canijo de Jerez;2020
spotify:track:7LrM28pPWCpJYmbnaxHBmu;Pokito a Poko;Chambao;2003
spotify:track:7DSAEUvxU8FajXtRloy8M0;Flowers;Miley Cyrus;2023
spotify:track:6u0YdyiFdnCSDNid9YfRio;Sin Ti;Donato Y Estefano;1995
spotify:track:2YZP4RIRbim5Aj3TNn1Q1s;Por Amarte;Enrique Iglesias;1996
spotify:track:2KcfNuKNxdOG1dWqLbaBBu;Quizás;Enrique Iglesias;1995
spotify:track:0Me3GyNuLOa1YTIxhJPyCn;ASI ES LA VIDA;Enrique Iglesias;2023
spotify:track:39eGhKvqaMB3bP2AYME4RW;No Llores Por Mi;Enrique Iglesias;1995
spotify:track:3EK4tGkSiO5xvvB5sM4tln;Amárrame;Mon Laferte;2017
spotify:track:4Q1oBLFPK9R4eUHkNlihlF;506;Morat;2022
spotify:track:7jUwaYkoy1koPCjXlov21Y;Yerbatero;Juanes;2010
spotify:track:722QPOI0pGJJ0Y0P6ETzgE;Lo Que Me Gusta A Mi;Juanes;2004
spotify:track:7sCu8xWNkxfzjoZU6aQSf1;Luna;Juanes;2002
spotify:track:6dHy6CvAKt5JBslhjDhlaF;La Camisa Negra - MTV Unplugged;Juanes;2012
spotify:track:2DEbj8jW9UMTsZ3LukdLMz;500 Miles (Away From Home);Ruud Hermans;2004
spotify:track:0VKZN2aoPi3MOskTrgEGBs;Cómo Te Echo de Menos;Maria Del Monte;2011
spotify:track:28k9JZryrfnbP9p8fs4pgh;Caravana Rociera;Jose Manuel El Mani;1997
spotify:track:4bFaDjWTSbudJdO9J0fp71;Nuevo día;Lole Y Manuel;1975
spotify:track:55SVZNGmaGEAOWFAEgQxt5;San Bernardino;Los Mismos;1970
spotify:track:6HJz946SNeoMZFcUjLf3j4;Cara de Gitana;Daniel Magal;1977
spotify:track:3aQz0z86zrKjd1mcZlonxE;Infinity 2008 - Klaas Vocal Edit;Guru Josh Project;2008
spotify:track:33aRBtGFUITyz7fYwSRe7O;Juntos;Paloma San Basilio;2014
spotify:track:1aZc9YBrZpKCE1YqSMV5Vg;Chica de ayer;Nacha Pop;2005
spotify:track:5i07tC6hV5AtYTr0tsP0Uy;Cien gaviotas;Duncan Dhu;2005
spotify:track:5X7HaYdvc9Slc3D75kkkbl;No me hables - 2012 Remastered Version;Juan Pardo;2012
spotify:track:17DrqnUASfxDK5OsHed5Jp;Vivimos siempre juntos;Nacho Cano;2006
spotify:track:7MFVLZMlSjQilhkNK34aPg;Estando Contigo;Marisol;2008
spotify:track:1uaJUd68rBoPYNvafL8ymh;Rufino;Luz Casal;2007
spotify:track:0CqSDMvzIOxdJRbCwwCIkM;Eres;Massiel;2013
spotify:track:4wMGxH3cJ8oDr6lG3bBrGL;Gloria;Umberto Tozzi;2009
spotify:track:04Xdk7F9HgyHBcAwO7KE3F;Sera Porque Te Amo;Ricchi E Poveri;2010
spotify:track:6H22ty6uyBfgyZHYgigunQ;Tú - Spanish Version;Umberto Tozzi;2013
spotify:track:0U44GbCt9x8s7KW5VEVSV6;Enseñame a Cantar;Micky;2006
spotify:track:1PseJZ9Iay7mpeonyxPBn3;Agapimu;Ana Belén;2008
spotify:track:3HuUNpNC8x8FftKavzpd23;Una de Dos;Luis Eduardo Aute;2004
spotify:track:11rsK9GDZ9UdWsxtDqnMmN;¿Porqué te vas?;Jeanette;2011
spotify:track:6SatWYCXTZ2n7HDjWE1Voh;Mi Historia Entre Tus Dedos;Gianluca Grignani;2008
spotify:track:0DzwkXawqzpt0k7jxjfdEf;Black betty;Ram Jam;2008
spotify:track:20oIUOyQioTLIs7s8fvSZP;Ojos de hielo;Modestia Aparte;2002
spotify:track:6Eftf3XLMULjwKItj0sNwe;Mil Calles Llevan Hacia Tí;La Guardia;2005
spotify:track:4A2RJRAz3lFGbvHEcZEQ7m;Una calle de París;Duncan Dhu;2005
spotify:track:4k12blydLbcePLvuVSrSgE;El calor del amor en un bar;Gabinete Caligari;2007
spotify:track:6udZus2RwDVhD3zateRfFy;Embrujada;Tino Casal;2003
spotify:track:3QiRtWfWlZtLz43VbJRiEm;Aire - Remastered;Pedro Marin;2015
spotify:track:2v6CEhx4RpMSr8EXZYro7M;Este amor ya no se toca;Yuri;2011
spotify:track:7Ja3xxyLa5mdvAOlzBPXd2;Aqui No Hay Playa;The Refrescos;2004
spotify:track:2MPWdzsLs7owJCpNS1Eq8Y;Rock and Roll Star;Loquillo;2005
spotify:track:7gboHLP5Cyl957IdJRxoYj;Guardalo;Los Ronaldos;2005
spotify:track:7uou7DWqEQSNfxcfipxyIu;Cuéntame un cuento;Celtas Cortos;1991
spotify:track:5p6FNeBGfW9oPdBOH8e161;El rey del Glam;Alaska Y Dinarama;1983
spotify:track:4MpLgm6cxPZ1CTywsbMcoe;Fantastico Amor;Eros Ramazzotti;1988
spotify:track:3BNy8c9gYaL63nL5DKHFMU;Cuando Brille el Sol;La Guardia;1990
spotify:track:3gO8mvkxIcyF9N7Vd1WM2i;Perdóname;Camilo Sesto;1980
spotify:track:4WtO0pdIHTuVwQAVFmfIHQ;Te Amo;Franco De Vita;2011
spotify:track:4fecwWpiLBXPEt4h5g0M0n;Groenlandia;Zombies;2008
spotify:track:43jXcwbCZJqEEZRkIXT8mJ;Voy a mil;Ole Ole;2001
spotify:track:6xsvRkIKGEnMkMSKruiabe;Todos los Negritos Tienen Hambre (Y Frío) - Vivo 1984;Glutamato Ye Ye;2013
spotify:track:0OvZ39UskFDLzbeatm0rbh;Grita;Melon Diesel;2001
spotify:track:0wQCKR9OFjYu5Kzrk7WivJ;Corazón partío;Alejandro Sanz;1997
spotify:track:2VybHZvsshGs8GpOaB0wS1;Aunque tú no lo sepas;Enrique Urquijo y Los problemas;1998
spotify:track:3JOXwHPhtdRU3kYKcf64Gj;Pero a tu lado;Los Secretos;1995
spotify:track:2JkWGgmz6LWJJmYT6lKjDY;Lo Mejor De Nuestra Vida - Remastered 2015;Antonio Vega;2015
spotify:track:633Z9EGuNeZ6fXvjD1gnN6;Por el bulevar de los sueños rotos - 2017 Remaster;Los Secretos;2017
spotify:track:0nLeNYebvsmLRDbFlgioSb;Se Dejaba Llevar Por Ti;Antonio Vega;2004
spotify:track:4SafR3a8senZ2r65hZWMKN;Insurreccion (En Directo);El Último De La Fila;2015
spotify:track:0XPt3eOkEIzhDCyFhfRaUh;Me Olvide De Vivir;Julio Iglesias;2002
spotify:track:25wv1fWZsBJM2IaPas5oHK;Corazón Contento;Marisol;2001
spotify:track:5zAnoLd8d4ssifVCnSDrwG;Corazón de neón;Orquesta Mondragon;2003
spotify:track:6mpJrtlX03lQd5UdsdjXOz;Yo no soy esa;Mari Trini;2002
spotify:track:27nfrOYTDXfhzDd8Qcy2aj;Vamos a la playa;Righeira;2002
spotify:track:0TvVLMp0xt1CbXndXHilcg;No tengo dinero;Righeira;2002
spotify:track:3sLnj87dflDnVYDmSFWNGG;Eloise;Tino Casal;2003
spotify:track:6Tv0aLcRRxgbK8ZNeSbFEw;Ni tú ni nadie - Re-Mix;Alaska Y Dinarama;2004
spotify:track:4H71d1kJ8DB8J4atO8fbBl;Yo soy aquél;Raphael;1967
spotify:track:4YQ9WEYQG7fq0MAUYeB19Y;Vamos Muy Bien;Obus;1984
spotify:track:48NDGoswkW8hbg1IszYp2V;Despellejo;Marea;1999
spotify:track:1x8tjll0oP07qkZWVtm8ap;Sevilla Tiene un Color Especial;Los Del Rio;2001
spotify:track:6XBqSb8GsrLzTLcr5kwmUN;Te Echo de Menos;La Trampa;2001
spotify:track:5YrrTg4O6MTF2L7WlfotJn;Cuando Duermes;Cómplices;1991
spotify:track:7Cd7umUyXCf7xWCVzgKlnZ;Contamíname;Pedro Guerra;1995
spotify:track:2MgQjrUaYSPikmcb4vdnsC;Manué;Los Inhumanos;2001
spotify:track:7vafezC0u0nftVpGF6jftk;Delgadito;La Rabia Del Milenio;2001
spotify:track:5f2IRWXoaygkQkTr3yyS3Y;Quiero Verte;Los Sobraos;2001
spotify:track:3F7LwUGXeXIm7Br3QCxvd5;Bonito Es;Los Sencillos;2001
